pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-30-09	Brown Dwarf Formation through Gravitational Collapse: Insights from 3D Numerical Simulations	The Astrophysical Journal Letters	This paper presents the first 3D simulated Brown Dwarfs, formed through an isolated gravitational collapse.	Adnan Ali Ahmad et al 2025 ApJL 991 L32 <i>The Astrophysical Journal Letters</i>. 1(1).	Brown-Dwarf	https://iopscience.iop.org/article/10.3847/2041-8213/ae0640	https://iopscience.iop.org/article/10.3847/2041-8213/ae0640
